host_name,host_aliases,host_apps,sources,last_reported_time,host_status,tags,ipaddress
i-0a6637861d1d0f25f,"['ip-10-95-8-95.ec2.internal', 'i-0a6637861d1d0f25f']","['ntp', 'agent', 'aws']","['aws', 'agent']",1632489704,True,"{'Datadog': ['host:i-0a6637861d1d0f25f'], 'Amazon Web Services': ['account:baintsgsandbox', 'availability-zone:us-east-1a', 'aws_account:568120154955', 'aws_autoscaling_groupname:consul-dev2020051217143908060000000b', 'cloud_provider:aws', 'consul-dev:consul-dev', 'department:tsg', 'iam_profile:consul-dev20200512171426621900000005', 'image:ami-0517c02bf1cfa47de', 'instance-type:t3.large', 'kernel:none', 'name:consul-dev', 'region:us-east-1', 'security-group:sg-01c57fde17400c55f']}",10.95.8.95
i-0d915e4814c47ae65,['i-0d915e4814c47ae65'],"['aws', 'agent']","['aws', 'agent']",1632488574,True,"{'Datadog': ['host:i-0d915e4814c47ae65'], 'Amazon Web Services': ['account:aagdatasciencesandbox', 'application:bastion', 'availability-zone:us-east-1a', 'aws_account:221900162625', 'aws_autoscaling_groupname:primary-vpc-bastion-bastionautoscalinggroup-8qs8u3f579a4', 'aws_cloudformation_logical-id:bastionautoscalinggroup', 'aws_cloudformation_stack-id:arn:aws:cloudformation:us-east-1:221900162625:stack/primary-vpc-bastion/22c672c0-22e8-11eb-bede-12605691f9eb', 'aws_cloudformation_stack-name:primary-vpc-bastion', 'casecode:adc3', 'cloud_provider:aws', 'department:aag', 'iam_profile:ec2-bastion-us-east-1-vpc-0c80232ae73a5b6f7-role', 'image:ami-02747653e9e8bcc93', 'instance-type:t2.nano', 'kernel:none', 'name:linuxbastion', 'owner:tsgcloudops', 'region:us-east-1', 'security-group:sg-089f51d2a8d02b665', 'security-group:sg-0baf52ec1d7be2de2', 'tier:production']}",
zteughmetrics1,"['zteughmetrics1', '52afcacf-cb8b-4ece-8f8c-c8794e8f8406']","['docker', 'agent', 'ntp', 'azure']","['azure', 'agent']",1632488599,True,"{'Azure': ['application:sharedservices', 'availability-zone:eastus2', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'department:tsg', 'managedwith:terraformenterprise', 'name:zteughmetrics1', 'operating_system:linux', 'owner:tsgcloudops', 'region:eastus2', 'resource_group:bain-central-eastus2-prod-resources', 'size:standard_ds1_v2', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:production'], 'Datadog': ['host:zteughmetrics1']}",10.216.0.34
i-0b17d3d2f8b03c0f2,"['ip-10-91-25-12.bain.com', 'i-0b17d3d2f8b03c0f2']","['ntp', 'aws', 'agent', 'vault']","['aws', 'agent']",1632488036,True,"{'Datadog': ['host:i-0b17d3d2f8b03c0f2'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-vault-dev-vault20210901182252838100000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-vault-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:vaultenterprisenode', 'security-group:sg-07ba5dae5cc1156c5', 'tier:development', 'ttl:0']}",10.91.25.12
amer-dr-7668099c-vault000003,"['amer-dr-7668099c-vault000003', '97628c21-c687-4fd0-86ac-c9714d66f2f4']","['agent', 'azure']","['azure', 'agent']",1632488597,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-1', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.2', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dr-7668099c-vault-servers_3', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dr-7668099c-vault-cluster', 'role:vaultenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:production', 'ttl:0'], 'Datadog': ['host:amer-dr-7668099c-vault000003']}",10.216.0.10
amer-dr-7668099c-vault000005,"['amer-dr-7668099c-vault000005', '519f9aeb-9646-49a4-984e-fbd0e7845b30']","['agent', 'azure']","['azure', 'agent']",1632489651,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-3', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.2', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dr-7668099c-vault-servers_5', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dr-7668099c-vault-cluster', 'role:vaultenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:production', 'ttl:0'], 'Datadog': ['host:amer-dr-7668099c-vault000005']}",10.216.0.15
i-087f321a0d2010932,"['ip-10-92-25-17.bain.com', 'i-087f321a0d2010932']","['agent', 'vault', 'aws', 'ntp']","['aws', 'agent']",1632488455,True,"{'Datadog': ['host:i-087f321a0d2010932'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-dr-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-emea-vault-dr-vault20210824195154222600000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-dr-vault-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:vaultenterprisenode', 'security-group:sg-0adf3b5cf7030d7fc', 'tier:production', 'ttl:0']}",10.92.25.17
i-099f0f4bb8a92eaea,"['ip-10-92-25-157.bain.com', 'i-099f0f4bb8a92eaea']","['ntp', 'agent', 'aws', 'consul']","['aws', 'agent']",1632489679,True,"{'Datadog': ['host:i-099f0f4bb8a92eaea'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-emea-vault-consul-kv', 'iam_profile:aws-emea-vault-vault20210824195007039900000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-consul-kv-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:consulenterprisenode', 'security-group:sg-03cf3f76efb5b2097', 'tier:production', 'ttl:0']}",10.92.25.157
i-01210ca5f46e3da6f,"['ip-10-91-30-241.bain.com', 'i-01210ca5f46e3da6f']","['ntp', 'aws', 'agent', 'consul']","['aws', 'agent']",1632489507,True,"{'Datadog': ['host:i-01210ca5f46e3da6f'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-dr-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-vault-dev-dr-consul-kv', 'iam_profile:aws-vault-dev-dr-vault20210902174829027400000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-dr-consul-kv-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-080c81719061aac46', 'tier:development', 'ttl:0']}",10.91.30.241
i-045dc82327e30de1f,"['ip-10-92-25-98.bain.com', 'i-045dc82327e30de1f']","['agent', 'ntp', 'aws', 'vault']","['aws', 'agent']",1632488611,True,"{'Datadog': ['host:i-045dc82327e30de1f'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-emea-vault-vault20210824195007039900000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-vault-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:vaultenterprisenode', 'security-group:sg-03cf3f76efb5b2097', 'tier:production', 'ttl:0']}",10.92.25.98
i-0df7380163c513b83,"['ip-10-92-25-217.bain.com', 'i-0df7380163c513b83']","['agent', 'ntp', 'aws', 'consul']","['aws', 'agent']",1632488669,True,"{'Datadog': ['host:i-0df7380163c513b83'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-dr-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-emea-vault-dr-consul-kv', 'iam_profile:aws-emea-vault-dr-vault20210824195154222600000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-dr-consul-kv-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:consulenterprisenode', 'security-group:sg-0adf3b5cf7030d7fc', 'tier:production', 'ttl:0']}",10.92.25.217
amer-dev-aa4e1a90-consul000003,"['amer-dev-aa4e1a90-consul000003', '2b03075e-48d7-4c2d-a406-5464e33f87f5']","['agent', 'azure']","['azure', 'agent']",1632488022,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-1', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.3', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dev-aa4e1a90-consul-servers_3', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dev-aa4e1a90-consul-cluster', 'role:consulenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:development', 'ttl:0'], 'Datadog': ['host:amer-dev-aa4e1a90-consul000003']}",10.216.0.39
i-057e6208bb8152b51,"['ip-10-92-24-28.bain.com', 'i-057e6208bb8152b51']","['ntp', 'agent', 'vault', 'aws']","['aws', 'agent']",1632489629,True,"{'Datadog': ['host:i-057e6208bb8152b51'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-dr-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-emea-vault-dr-vault20210824195154222600000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-dr-vault-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:vaultenterprisenode', 'security-group:sg-0adf3b5cf7030d7fc', 'tier:production', 'ttl:0']}",10.92.24.28
i-03035787601570867,"['ip-10-92-30-210.bain.com', 'i-03035787601570867']","['agent', 'consul', 'aws', 'ntp']","['aws', 'agent']",1632488783,True,"{'Datadog': ['host:i-03035787601570867'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-emea-vault-consul-kv', 'iam_profile:aws-emea-vault-vault20210824195007039900000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-consul-kv-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:consulenterprisenode', 'security-group:sg-03cf3f76efb5b2097', 'tier:production', 'ttl:0']}",10.92.30.210
i-0d8fbd294e216255a,"['ip-10-92-30-249.bain.com', 'i-0d8fbd294e216255a']","['agent', 'ntp', 'vault', 'aws']","['aws', 'agent']",1632488333,True,"{'Datadog': ['host:i-0d8fbd294e216255a'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-emea-vault-vault20210824195007039900000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-vault-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:vaultenterprisenode', 'security-group:sg-03cf3f76efb5b2097', 'tier:production', 'ttl:0']}",10.92.30.249
i-05774ea4623eec8fc,"['ip-10-91-30-189.bain.com', 'i-05774ea4623eec8fc']","['ntp', 'agent', 'aws', 'vault']","['aws', 'agent']",1632488013,True,"{'Datadog': ['host:i-05774ea4623eec8fc'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1c', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-vault-dev-vault20210901182252838100000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-vault-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:vaultenterprisenode', 'security-group:sg-07ba5dae5cc1156c5', 'tier:development', 'ttl:0']}",10.91.30.189
amer-dev-aa4e1a90-vault000002,"['c62bb296-e72a-47f1-9a5e-6855fbc4ecb3', 'amer-dev-aa4e1a90-vault000002']","['agent', 'azure']","['azure', 'agent']",1632488222,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-3', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.3', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dev-aa4e1a90-vault-servers_2', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dev-aa4e1a90-vault-cluster', 'role:vaultenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:development', 'ttl:0'], 'Datadog': ['host:amer-dev-aa4e1a90-vault000002']}",10.216.0.44
amer-dev-aa4e1a90-consul000004,"['amer-dev-aa4e1a90-consul000004', 'aca1a27c-7fb1-45db-993b-59c2d9a855c3']","['agent', 'azure']","['azure', 'agent']",1632489566,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-2', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.3', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dev-aa4e1a90-consul-servers_4', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dev-aa4e1a90-consul-cluster', 'role:consulenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:development', 'ttl:0'], 'Datadog': ['host:amer-dev-aa4e1a90-consul000004']}",10.216.0.40
i-04df6fccafe889b94,"['ip-10-91-24-143.bain.com', 'i-04df6fccafe889b94']","['agent', 'vault', 'ntp', 'aws']","['aws', 'agent']",1632488335,True,"{'Datadog': ['host:i-04df6fccafe889b94'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-dr-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-vault-dev-dr-vault20210902174829027400000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-dr-vault-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:vaultenterprisenode', 'security-group:sg-080c81719061aac46', 'tier:development', 'ttl:0']}",10.91.24.143
i-0ac6d3b194b4c59bf,"['ip-10-95-9-168.ec2.internal', 'i-0ac6d3b194b4c59bf']","['agent', 'ntp', 'aws']","['aws', 'agent']",1632488635,True,"{'Datadog': ['host:i-0ac6d3b194b4c59bf'], 'Amazon Web Services': ['account:baintsgsandbox', 'availability-zone:us-east-1b', 'aws_account:568120154955', 'aws_autoscaling_groupname:vault-dev2020051217143774960000000a', 'cloud_provider:aws', 'department:tsg', 'iam_profile:vault-dev20200512171426650900000006', 'image:ami-0517c02bf1cfa47de', 'instance-type:t3.large', 'kernel:none', 'name:vault-dev', 'region:us-east-1', 's3_bucket_id', 'security-group:sg-098a68af0f8b880cc', 'using_auto_unseal', 'using_s3_bucket_backend']}",10.95.9.168
i-011d7adae59390a08,"['ip-10-91-24-224.bain.com', 'i-011d7adae59390a08']","['aws', 'ntp', 'agent', 'consul']","['aws', 'agent']",1632489604,True,"{'Datadog': ['host:i-011d7adae59390a08'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-vault-dev-consul-kv', 'iam_profile:aws-vault-dev-vault20210901182252838100000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-consul-kv-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-07ba5dae5cc1156c5', 'tier:development', 'ttl:0']}",10.91.24.224
i-0783146c67101f62c,"['ip-10-91-24-208.bain.com', 'i-0783146c67101f62c']","['ntp', 'agent', 'aws', 'vault']","['aws', 'agent']",1632489587,True,"{'Datadog': ['host:i-0783146c67101f62c'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-vault-dev-vault20210901182252838100000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-vault-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:vaultenterprisenode', 'security-group:sg-07ba5dae5cc1156c5', 'tier:development', 'ttl:0']}",10.91.24.208
i-016ffefed374c1229,"['ip-10-95-8-8.ec2.internal', 'i-016ffefed374c1229']","['ntp', 'aws', 'agent']","['aws', 'agent']",1632488672,True,"{'Datadog': ['host:i-016ffefed374c1229'], 'Amazon Web Services': ['account:baintsgsandbox', 'availability-zone:us-east-1a', 'aws_account:568120154955', 'aws_autoscaling_groupname:vault-dev2020051217143774960000000a', 'cloud_provider:aws', 'department:tsg', 'iam_profile:vault-dev20200512171426650900000006', 'image:ami-0517c02bf1cfa47de', 'instance-type:t3.large', 'kernel:none', 'name:vault-dev', 'region:us-east-1', 's3_bucket_id', 'security-group:sg-098a68af0f8b880cc', 'using_auto_unseal', 'using_s3_bucket_backend']}",10.95.8.8
ngts-ir-prod1.ngtableau.com,"['ngts-ir-prod1.ngtableau.com', 'ip-10-95-64-9.ngtableau.com', 'i-06a6847ec8d47d607']","['agent', 'ntp', 'aws']","['aws', 'agent']",1632488171,True,"{'Datadog': ['application:tableau_server', 'casecode:l7cv', 'department:nextgen', 'owner:tsgcloudops', 'tier:production', 'host:ngts-ir-prod1.ngtableau.com'], 'Amazon Web Services': ['account:nextgentableau', 'application:tableau_server', 'availability-zone:eu-west-1a', 'aws_account:213567095658', 'backupretention:45', 'casecode:l7cv', 'cloud_provider:aws', 'department:nextgen', 'iam_profile:tableau-euw1-instance-profile', 'image:ami-05252462427a80dd0', 'instance-type:m5.2xlarge', 'kernel:none', 'managedwith:terraform', 'name:tableau-euw1', 'owner:tsgcloudops', 'region:eu-west-1', 'security-group:sg-05c00e79d491af9f7', 'security-group:sg-0a77f1b898313cd27', 'tier:production']}",10.95.64.9
i-04df919fa5977ddc9,"['ip-10-91-25-158.bain.com', 'i-04df919fa5977ddc9']","['agent', 'vault', 'ntp', 'aws']","['aws', 'agent']",1632488336,True,"{'Datadog': ['host:i-04df919fa5977ddc9'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-dr-vault-0.0.3', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.3', 'department:tsg', 'iam_profile:aws-amer-vault-dr-vault20210823185933325000000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-dr-vault-0.0.3', 'owner:tsginfraops', 'region:us-east-1', 'role:vaultenterprisenode', 'security-group:sg-03c20b5c7e01d74f9', 'tier:production', 'ttl:0']}",10.91.25.158
i-0ea0cf0b76cad1876,"['ip-10-91-24-57.bain.com', 'i-0ea0cf0b76cad1876']","['ntp', 'agent', 'vault', 'aws']","['aws', 'agent']",1632488335,True,"{'Datadog': ['host:i-0ea0cf0b76cad1876'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-dr-vault-0.0.3', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.3', 'department:tsg', 'iam_profile:aws-amer-vault-dr-vault20210823185933325000000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-dr-vault-0.0.3', 'owner:tsginfraops', 'region:us-east-1', 'role:vaultenterprisenode', 'security-group:sg-03c20b5c7e01d74f9', 'tier:production', 'ttl:0']}",10.91.24.57
i-00c12ef9e12bcd23f,"['ip-10-92-24-210.bain.com', 'i-00c12ef9e12bcd23f']","['ntp', 'agent', 'aws', 'vault']","['aws', 'agent']",1632488500,True,"{'Datadog': ['host:i-00c12ef9e12bcd23f'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:eu-central-1a', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-emea-vault-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-emea-vault-vault20210824195007039900000002', 'image:ami-06efd16eaf92f0c17', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-emea-vault-vault-0.0.2', 'owner:tsginfraops', 'region:eu-central-1', 'role:vaultenterprisenode', 'security-group:sg-03cf3f76efb5b2097', 'tier:production', 'ttl:0']}",10.92.24.210
i-088df2cf3a5f95641,"['ip-10-95-8-119.ec2.internal', 'i-088df2cf3a5f95641']","['ntp', 'agent', 'aws']","['aws', 'agent']",1632488026,True,"{'Datadog': ['host:i-088df2cf3a5f95641'], 'Amazon Web Services': ['account:baintsgsandbox', 'availability-zone:us-east-1a', 'aws_account:568120154955', 'aws_autoscaling_groupname:vault-dev2020051217143774960000000a', 'cloud_provider:aws', 'department:tsg', 'iam_profile:vault-baintsgsandbox20190606155709766800000006', 'image:ami-0517c02bf1cfa47de', 'instance-type:t3.large', 'kernel:none', 'name:vault-dev', 'region:us-east-1', 's3_bucket_id', 'security-group:sg-098a68af0f8b880cc', 'using_auto_unseal', 'using_s3_bucket_backend']}",10.95.8.119
i-0c3d6cbd22e056b44,"['ip-10-91-25-183.bain.com', 'i-0c3d6cbd22e056b44']","['ntp', 'agent', 'aws', 'consul']","['aws', 'agent']",1632488454,True,"{'Datadog': ['host:i-0c3d6cbd22e056b44'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-consul-kv-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'environment-name:aws-vault-dev-consul-kv', 'iam_profile:aws-vault-dev-vault20210901182252838100000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-consul-kv-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-07ba5dae5cc1156c5', 'tier:development', 'ttl:0']}",10.91.25.183
i-0b3b41de86aee2354,"['ip-10-91-25-61.bain.com', 'i-0b3b41de86aee2354']","['ntp', 'agent', 'vault', 'aws']","['aws', 'agent']",1632488336,True,"{'Datadog': ['host:i-0b3b41de86aee2354'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-vault-dev-dr-vault-0.0.2', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.2', 'department:tsg', 'iam_profile:aws-vault-dev-dr-vault20210902174829027400000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-vault-dev-dr-vault-0.0.2', 'owner:tsginfraops', 'region:us-east-1', 'role:vaultenterprisenode', 'security-group:sg-080c81719061aac46', 'tier:development', 'ttl:0']}",10.91.25.61
